datetime,T_A,G,H,T_Gnd,v_10
2008-08-26 09:00:00,27.7,279.91611074383053,84.37461418699965,23.609256701554155,3.5
2008-08-26 10:00:00,31.2,350.6317597738509,35.41058685056191,29.898496740205587,2.6
2008-08-26 11:00:00,31.6,322.64014869946783,98.9792416566361,34.787982578518516,2.0
